ORCHIDS,TRANSPORT_FEES,EXPORT_TARIFF,IMPORT_TARIFF,SUNLIGHT,HUMIDITY,sunlight_d1,sunlight_d2,sunlight_d3,humidity_d1,humidity_d2,humidity_d3,time_of_day,sun_gt_2500,sun_lt_2500,hum_out_bounds,hum_in_bounds,hum_gt_70,hum_lt_70,arbitrage,avg_sun,avg_hum,total_sunlight,sun_time_under_2500,sun_time_over_2500
1198.25,1.5,9.5,-2.0,2490.9846,79.07222,-0.48070000000006985,0.0061000000000603904,-0.00029999999969732016,0.004400000000003956,1.0000000003174137e-05,-2.0000000006348273e-05,17,0,1,0,1,1,0,0.5,2495.3512666666666,79.03567311111111,53.89958951598358,18,0
1199.25,1.5,9.5,-2.0,2490.51,79.07664,-0.4745999999995547,0.006100000000515138,4.547473508864641e-13,0.004419999999996094,1.9999999992137418e-05,9.999999988963282e-06,18,0,1,0,1,1,0,0.5,2495.0964631578945,79.03782926315789,56.88820163552806,19,0
1197.75,1.5,9.5,-2.0,2490.0415,79.08108,-0.4685000000004038,0.006099999999150896,-1.3642420526593924e-12,0.004440000000002442,2.0000000006348273e-05,1.4210854715202004e-14,19,0,1,0,1,1,0,0.5,2494.843715,79.0399918,59.87625155505006,20,0
1197.75,1.5,9.5,-2.0,2489.579,79.08554,-0.4624999999996362,0.0060000000007676135,-9.999999838328222e-05,0.004459999999994579,1.9999999992137418e-05,-1.4210854715202004e-14,20,0,1,0,1,1,0,0.5,2494.593014285714,79.04216076190475,62.863746474549856,21,0
1197.75,1.5,9.5,-2.0,2489.123,79.09002,-0.45600000000013097,0.006499999999505235,0.0004999999987376214,0.004480000000000928,2.0000000006348273e-05,1.4210854715202004e-14,21,0,1,0,1,1,0,0.5,2494.3443772727273,79.04433618181818,65.85069419402777,22,0
1198.0,1.5,9.5,-2.0,2488.6729,79.09451,-0.4501000000000204,0.0059000000001105946,-0.0005999999993946403,0.004490000000004102,1.0000000003174137e-05,-1.0000000003174137e-05,22,0,1,0,1,1,0,0.5,2494.0977913043475,79.0465176521739,68.83710179348407,23,0
1197.25,1.5,9.5,-2.0,2488.2288,79.09903,-0.44410000000016225,0.005999999999858119,9.999999974752427e-05,0.004519999999999413,2.9999999995311555e-05,1.9999999992137418e-05,23,0,1,0,1,1,0,0.5,2493.85325,79.04870566666666,71.82297647291905,24,0
1196.25,1.5,9.5,-2.0,2487.7908,79.10357,-0.4379999999996471,0.006100000000515138,0.00010000000065701897,0.004540000000005762,2.0000000006348273e-05,-9.999999988963282e-06,24,0,1,0,1,1,0,0.5,2493.610752,79.05090024,74.80832555233302,25,0
1197.25,1.5,9.5,-2.0,2487.359,79.10812,-0.43180000000029395,0.006199999999353167,9.999999883802957e-05,0.004549999999994725,9.999999988963282e-06,-1.0000000017384991e-05,25,0,1,0,1,1,0,0.5,2493.3703,79.053101,77.79315647172626,26,0
1196.25,1.5,9.5,-2.0,2486.933,79.11269,-0.4259999999999309,0.00580000000036307,-0.0003999999989900971,0.004570000000001073,2.0000000006348273e-05,1.0000000017384991e-05,26,0,1,0,1,1,0,0.5,2493.1318814814817,79.055308,80.77747619109904,27,0
1196.25,1.5,9.5,-2.0,2486.5134,79.11729,-0.41960000000017317,0.006399999999757711,0.0005999999993946403,0.004599999999996385,2.9999999995311555e-05,9.999999988963282e-06,27,0,1,0,1,1,0,0.5,2492.8955071428572,79.05752164285715,83.7612923904517,28,0
1197.25,1.4,9.5,-2.0,2486.0996,79.121895,-0.4137999999998101,0.00580000000036307,-0.0005999999993946403,0.004604999999997972,5.000000001587068e-06,-2.4999999993724487e-05,28,0,1,0,1,1,0,0.6000000000000001,2492.6611655172414,79.0597414137931,86.74461202978448,29,0
1196.25,1.4,9.5,-2.0,2485.6921,79.126526,-0.4074999999997999,0.006300000000010186,0.0004999999996471161,0.004631000000003382,2.6000000005410584e-05,2.1000000003823516e-05,29,0,1,0,1,1,0,0.6000000000000001,2492.4288633333335,79.06196756666667,89.72744266909771,30,0
1196.75,1.4,9.5,-2.0,2485.2903,79.13118,-0.40180000000009386,0.005699999999706051,-0.000600000000304135,0.004654000000002156,2.2999999998774e-05,-3.000000006636583e-06,30,0,1,0,1,1,0,0.6000000000000001,2492.198587096774,79.06420022580645,92.70979114839164,31,0
1197.75,1.4,9.5,-2.0,2484.8948,79.13584,-0.3955000000000837,0.006300000000010186,0.000600000000304135,0.004660000000001219,5.999999999062311e-06,-1.699999999971169e-05,31,0,1,0,1,1,0,0.6000000000000001,2491.97034375,79.06643896875,95.6916650276666,32,0
1198.75,1.4,9.5,-2.0,2484.5051,79.14053,-0.38970000000017535,0.005799999999908323,-0.0005000000001018634,0.00468999999999653,2.9999999995311555e-05,2.3999999996249244e-05,32,0,1,0,1,1,0,0.6000000000000001,2491.7441242424243,79.06868415151514,98.67307126692285,33,0
1199.75,1.4,9.5,-2.0,2484.1216,79.14523,-0.3834999999999127,0.006200000000262662,0.00040000000035433914,0.004699999999999704,1.0000000003174137e-05,-1.9999999992137418e-05,33,0,1,0,1,1,0,0.6000000000000001,2491.5199323529414,79.0709355,101.6540173061607,34,0
1199.75,1.4,9.5,-2.0,2483.744,79.149956,-0.3775999999998021,0.0059000000001105946,-0.0003000000001520675,0.004726000000005115,2.6000000005410584e-05,1.6000000002236447e-05,34,0,1,0,1,1,0,0.6000000000000001,2491.297762857143,79.07319322857143,104.63451022538041,35,0
1199.5,1.4,9.5,-2.0,2483.3723,79.1547,-0.37170000000014625,0.005899999999655847,-4.547473508864641e-13,0.004744000000002302,1.7999999997186933e-05,-8.000000008223651e-06,35,0,1,0,1,1,0,0.6000000000000001,2491.077611111111,79.07545730555556,107.61455710458229,36,0
1199.5,1.4,9.5,-2.0,2483.0066,79.15946,-0.3656999999998334,0.006000000000312866,0.00010000000065701897,0.0047599999999903275,1.5999999988025593e-05,-2.00000000916134e-06,36,0,1,0,1,1,0,0.6000000000000001,2490.8594756756756,79.07772764864865,110.5941651437666,37,0
1199.75,1.4,9.5,-2.0,2482.647,79.164246,-0.35960000000022774,0.006099999999605643,9.999999929277692e-05,0.004786000000009949,2.600000001962144e-05,1.0000000031595846e-05,37,0,1,0,1,1,0,0.6000000000000001,2490.6433578947367,79.08000444736842,113.57334166293367,38,0
1199.25,1.4,9.5,-2.0,2482.2932,79.169044,-0.35379999999986467,0.00580000000036307,-0.0002999999992425728,0.004797999999993863,1.1999999983913767e-05,-1.4000000035707671e-05,38,0,1,0,1,1,0,0.6000000000000001,2490.429251282051,79.08228751282051,116.55209362208375,39,0
1198.25,1.4,9.5,-2.0,2481.9453,79.17386,-0.3479000000002088,0.005899999999655847,9.999999929277692e-05,0.0048160000000052605,1.8000000011397788e-05,6.00000002748402e-06,39,0,1,0,1,1,0,0.6000000000000001,2490.2171525000003,79.084576825,119.53042810121713,40,0
1199.25,1.4,9.5,-2.0,2481.6035,79.178696,-0.3417999999996937,0.006100000000515138,0.0002000000008592906,0.004835999999997398,1.9999999992137418e-05,1.9999999807396307e-06,40,0,1,0,1,1,0,0.6000000000000001,2490.007063414634,79.08687241463414,122.50835242033409,41,0
1199.25,1.4,9.5,-2.0,2481.2676,79.18355,-0.33590000000003783,0.005899999999655847,-0.0002000000008592906,0.004853999999994585,1.7999999997186933e-05,-1.9999999949504854e-06,41,0,1,0,1,1,0,0.6000000000000001,2489.798980952381,79.08917426190476,125.48587365943494,42,0
1199.75,1.4,9.5,-2.0,2480.9375,79.18842,-0.3301000000001295,0.005799999999908323,-9.999999974752427e-05,0.004869999999996821,1.6000000002236447e-05,-1.9999999949504854e-06,42,0,1,0,1,1,0,0.6000000000000001,2489.5929,79.09148230232559,128.46299877851996,43,0
1201.25,1.4,9.5,-2.0,2480.6133,79.19331,-0.3242000000000189,0.0059000000001105946,0.00010000000020227162,0.00489000000000317,2.0000000006348273e-05,4.0000000041118255e-06,43,0,1,0,1,1,0,0.6000000000000001,2489.3888181818184,79.09379656818182,131.4397348575894,44,0
1201.75,1.4,9.5,-2.0,2480.2952,79.19823,-0.3180999999999585,0.0061000000000603904,0.0001999999999497959,0.004919999999998481,2.9999999995311555e-05,9.999999988963282e-06,44,0,1,0,1,1,0,0.6000000000000001,2489.1867377777776,79.09611731111112,134.41608921664357,45,0
1201.75,1.4,9.5,-2.0,2479.9827,79.203156,-0.3125,0.005599999999958527,-0.0005000000001018634,0.004926000000011754,6.000000013273166e-06,-2.399999998203839e-05,45,0,1,0,1,1,0,0.6000000000000001,2488.98665,79.09844423913044,137.39206857568274,46,0
1201.75,1.4,9.5,-2.0,2479.6763,79.2081,-0.3063999999999396,0.0061000000000603904,0.0005000000001018634,0.00494399999999473,1.7999999982976078e-05,1.1999999969702912e-05,46,0,1,0,1,1,0,0.6000000000000001,2488.7885574468087,79.10077734042554,140.3676802547072,47,0
1201.75,1.4,9.5,-2.0,2479.3755,79.213066,-0.3007999999999811,0.005599999999958527,-0.0005000000001018634,0.004965999999996029,2.200000000129876e-05,4.00000001832268e-06,47,0,1,0,1,1,0,0.6000000000000001,2488.5924520833332,79.10311668749999,143.34293097371724,48,0
1201.25,1.4,9.5,-2.0,2479.0808,79.21805,-0.2946999999999207,0.0061000000000603904,0.0005000000001018634,0.004984000000007427,1.8000000011397788e-05,-3.999999989900971e-06,48,0,1,0,1,1,0,0.6000000000000001,2488.398336734694,79.10546226530613,146.3178280527131,49,0
1201.25,1.4,9.5,-2.0,2478.792,79.22305,-0.28880000000026484,0.005899999999655847,-0.00020000000040454324,0.0049999999999954525,1.5999999988025593e-05,-2.000000023372195e-06,49,0,1,0,1,1,0,0.6000000000000001,2488.2062100000003,79.10781401999999,149.29237857169514,50,0
1201.0,1.4,9.5,-2.0,2478.5088,79.22807,-0.28319999999985157,0.005600000000413274,-0.0002999999992425728,0.005020000000001801,2.0000000006348273e-05,4.00000001832268e-06,50,0,1,0,1,1,0,0.6000000000000001,2488.0160647058824,79.11017198039215,152.26658925066357,51,0
1200.25,1.4,9.5,-2.0,2478.2317,79.23311,-0.2771000000002459,0.006099999999605643,0.0004999999991923687,0.005039999999993938,1.9999999992137418e-05,-1.4210854715202004e-14,51,0,1,0,1,1,0,0.6000000000000001,2487.827903846154,79.11253617307692,155.2404674096187,52,0
1200.25,1.4,9.5,-2.0,2477.9602,79.23817,-0.27149999999983265,0.005600000000413274,-0.0004999999991923687,0.0050600000000002865,2.0000000006348273e-05,1.4210854715202004e-14,52,0,1,0,1,1,0,0.6000000000000001,2487.641720754717,79.11490662264151,158.2140197685608,53,0
1200.75,1.4,9.5,-2.0,2477.6946,79.24324,-0.2656000000001768,0.005899999999655847,0.0002999999992425728,0.005070000000003461,1.0000000003174137e-05,-1.0000000003174137e-05,53,0,1,0,1,1,0,0.6000000000000001,2487.4575148148147,79.11728316666667,161.18725340749015,54,0
1201.0,1.4,9.5,-2.0,2477.4348,79.24834,-0.25979999999981374,0.00580000000036307,-9.999999929277692e-05,0.005099999999998772,2.9999999995311555e-05,1.9999999992137418e-05,54,0,1,0,1,1,0,0.6000000000000001,2487.275283636364,79.11966601818182,164.160175286407,55,0
1201.0,1.4,9.5,-2.0,2477.181,79.25345,-0.2537999999999556,0.005999999999858119,0.00019999999949504854,0.005110000000001946,1.0000000003174137e-05,-1.9999999992137418e-05,55,0,1,0,1,1,0,0.6000000000000001,2487.0950285714284,79.12205501785715,167.1327926053117,56,0
1200.25,1.4,9.5,-2.0,2476.9326,79.258575,-0.24839999999994689,0.005400000000008731,-0.0005999999998493877,0.005124999999992497,1.499999999055035e-05,4.9999999873762135e-06,56,0,1,0,1,1,0,0.6000000000000001,2486.9167403508773,79.12445010526316,170.1051118442045,57,0
1199.75,1.4,9.5,-2.0,2476.6902,79.263725,-0.24240000000008877,0.005999999999858119,0.0005999999998493877,0.005150000000000432,2.500000000793534e-05,1.0000000017384991e-05,57,0,1,0,1,1,0,0.6000000000000001,2486.7404206896554,79.12685139655171,173.0771402030856,58,0
1198.25,1.4,9.5,-2.0,2476.4536,79.26889,-0.23660000000018044,0.005799999999908323,-0.0001999999999497959,0.005165000000005193,1.5000000004761205e-05,-1.0000000003174137e-05,58,0,1,0,1,1,0,0.6000000000000001,2486.56606779661,79.12925883050848,176.0488846419554,59,0
1198.75,1.4,9.5,-2.0,2476.2227,79.27408,-0.23090000000001965,0.005700000000160799,-9.999999974752427e-05,0.005189999999998918,2.4999999993724487e-05,9.999999988963282e-06,59,0,1,0,1,1,0,0.6000000000000001,2486.3936783333334,79.13167251666667,179.02035200081409,60,0
1197.75,1.4,9.5,-2.0,2475.9973,79.27928,-0.22539999999980864,0.005500000000211003,-0.0001999999999497959,0.005200000000002092,1.0000000003174137e-05,-1.499999999055035e-05,60,0,1,0,1,1,0,0.6000000000000001,2486.223245901639,79.13409231147541,181.99154887966196,61,0
1197.75,1.4,9.5,-2.0,2475.778,79.2845,-0.219300000000203,0.006099999999605643,0.0005999999993946403,0.005219999999994229,1.9999999992137418e-05,9.999999988963282e-06,61,0,1,0,1,1,0,0.6000000000000001,2486.0547741935484,79.13651824193548,184.9624825984993,62,0
1197.5,1.4,9.5,-2.2,2475.5642,79.28974,-0.213799999999992,0.005500000000211003,-0.0005999999993946403,0.0052400000000005775,2.0000000006348273e-05,1.4210854715202004e-14,62,0,1,0,1,1,0,0.8000000000000003,2485.888257142857,79.13895033333333,187.9331597573264,63,0
1197.25,1.4,9.5,-2.2,2475.3562,79.295,-0.20799999999962893,0.00580000000036307,0.0003000000001520675,0.005260000000006926,2.0000000006348273e-05,0.0,63,0,1,0,1,1,0,0.8000000000000003,2485.72369375,79.141388609375,190.9035873161435,64,0
1199.25,1.4,9.5,-2.2,2475.154,79.30028,-0.20220000000017535,0.005799999999453576,-9.094947017729282e-13,0.005279999999999063,1.9999999992137418e-05,-1.4210854715202004e-14,64,0,1,0,1,1,0,0.8000000000000003,2485.561083076923,79.1438330923077,193.87377223495088,65,0
1199.75,1.4,9.5,-2.2,2474.9573,79.305565,-0.19669999999996435,0.005500000000211003,-0.0002999999992425728,0.00528500000000065,5.000000001587068e-06,-1.499999999055035e-05,65,0,1,0,1,1,0,0.8000000000000003,2485.4004196969695,79.14628357575758,196.84372111374884,66,0
1200.0,1.4,9.5,-2.2,2474.7666,79.31088,-0.19070000000010623,0.005999999999858119,0.0004999999996471161,0.005314999999995962,2.9999999995311555e-05,2.4999999993724487e-05,66,0,1,0,1,1,0,0.8000000000000003,2485.2417059701493,79.14874023880597,199.81344115253765,67,0
1200.0,1.4,9.5,-2.2,2474.5813,79.31621,-0.1853000000000975,0.005400000000008731,-0.0005999999998493877,0.005330000000000723,1.5000000004761205e-05,-1.499999999055035e-05,67,0,1,0,1,1,0,0.8000000000000003,2485.0849352941177,79.15120302941176,202.78293883131755,68,0
1200.0,1.4,9.5,-2.2,2474.4016,79.321556,-0.17969999999968422,0.005600000000413274,0.00020000000040454324,0.0053460000000029595,1.6000000002236447e-05,9.999999974752427e-07,68,0,1,0,1,1,0,0.8000000000000003,2484.9301043478263,79.15367191304348,205.75222087008882,69,0
1201.25,1.4,9.5,-2.2,2474.2278,79.32692,-0.17380000000002838,0.005899999999655847,0.0002999999992425728,0.005364000000000146,1.7999999997186933e-05,1.9999999949504854e-06,69,0,1,0,1,1,0,0.8000000000000003,2484.7772142857143,79.15614688571429,208.72129434885179,70,0
1201.0,1.4,9.5,-2.2,2474.0596,79.332306,-0.16820000000006985,0.005599999999958527,-0.00029999999969732016,0.005386000000001445,2.200000000129876e-05,4.0000000041118255e-06,70,0,1,0,1,1,0,0.8000000000000003,2484.626261971831,79.158628,211.69016598760663,71,0
1199.75,1.4,9.5,-2.2,2473.897,79.33771,-0.16260000000011132,0.005599999999958527,0.0,0.005403999999998632,1.7999999997186933e-05,-4.0000000041118255e-06,71,0,1,0,1,1,0,0.8000000000000003,2484.4772444444443,79.16111525000001,214.6588425063537,72,0
1198.75,1.4,9.5,-2.2,2473.74,79.343124,-0.1570000000001528,0.005599999999958527,0.0,0.005414000000001806,1.0000000003174137e-05,-7.999999994012796e-06,72,0,1,0,1,1,0,0.8000000000000003,2484.3301589041093,79.16360852054795,217.62733062509324,73,0
1200.25,1.4,9.5,-2.2,2473.5886,79.348564,-0.15139999999973952,0.005600000000413274,4.547473508864641e-13,0.005439999999993006,2.599999999119973e-05,1.5999999988025593e-05,73,0,1,0,1,1,0,0.8000000000000003,2484.185002702703,79.16610791891893,220.59563706382548,74,0
1200.25,1.4,9.5,-2.2,2473.4429,79.35401,-0.14570000000003347,0.005699999999706051,9.999999929277692e-05,0.005446000000006279,6.000000013273166e-06,-1.9999999977926564e-05,74,0,1,0,1,1,0,0.8000000000000003,2484.0417746666667,79.16861328,223.56376866255076,75,0
1200.5,1.4,9.5,-2.2,2473.3027,79.35949,-0.14019999999982247,0.005500000000211003,-0.00019999999949504854,0.005479999999991492,3.3999999985212526e-05,2.799999997193936e-05,75,0,1,0,1,1,0,0.8000000000000003,2483.9004710526315,79.17112481578947,226.53173202126928,76,0
1201.25,1.4,9.5,-2.2,2473.1682,79.364975,-0.13450000000011642,0.005699999999706051,0.00019999999949504854,0.00548500000000729,5.000000015797923e-06,-2.8999999969414603e-05,76,0,1,0,1,1,0,0.8000000000000003,2483.761090909091,79.17364235064935,229.49953397998135,77,0
1198.75,1.4,9.5,-2.2,2473.0393,79.37048,-0.1289000000001579,0.005599999999958527,-9.999999974752427e-05,0.005504999999999427,1.9999999992137418e-05,1.4999999976339495e-05,77,0,1,0,1,1,0,0.8000000000000003,2483.623632051282,79.17616591025642,232.46718125868725,78,0
1198.75,1.4,9.5,-2.2,2472.916,79.376015,-0.12329999999974461,0.005600000000413274,4.547473508864641e-13,0.005534999999994739,2.9999999995311555e-05,1.0000000003174137e-05,78,0,1,0,1,1,0,0.8000000000000003,2483.488092405063,79.17869564556962,235.4346805773872,79,0
1199.25,1.4,9.5,-2.2,2472.7983,79.38155,-0.11770000000024083,0.00559999999950378,-9.094947017729282e-13,0.005535000000008949,1.4210854715202004e-14,-2.99999999811007e-05,79,0,1,0,1,1,0,0.8000000000000003,2483.3544699999998,79.181231325,238.40203865608154,80,0
1199.25,1.4,9.5,-2.2,2472.686,79.387115,-0.11229999999977736,0.0054000000004634785,-0.0001999999990403012,0.00556499999999005,2.99999999811007e-05,2.9999999966889845e-05,80,0,1,0,1,1,0,0.8000000000000003,2483.222760493827,79.18377309876544,241.36926197477047,81,0
1199.5,1.4,9.5,-2.2,2472.5793,79.39269,-0.10670000000027358,0.00559999999950378,0.0001999999990403012,0.005575000000007435,1.0000000017384991e-05,-1.999999996371571e-05,81,0,1,0,1,1,0,0.8000000000000003,2483.092962195122,79.18632086585366,244.33635725345428,82,0
1200.75,1.4,9.5,-2.2,2472.4783,79.39829,-0.10099999999965803,0.005700000000615546,0.00010000000111176632,0.00560000000000116,2.4999999993724487e-05,1.4999999976339495e-05,82,0,1,0,1,1,0,0.8000000000000003,2482.9650746987954,79.18887471084338,247.30333133213324,83,0
1199.25,1.4,9.5,-2.2,2472.3826,79.40391,-0.09570000000030632,0.005299999999351712,-0.00040000000126383384,0.005619999999993297,1.9999999992137418e-05,-5.000000001587068e-06,83,0,1,0,1,1,0,0.8000000000000003,2482.8390928571425,79.1914346547619,250.2701905708076,84,0
1199.0,1.4,9.5,-2.2,2472.2925,79.40954,-0.09009999999989304,0.005600000000413274,0.0003000000010615622,0.005630000000010682,1.0000000017384991e-05,-9.999999974752427e-06,84,0,1,0,1,1,0,0.8000000000000003,2482.7150152941176,79.1940006,253.23694168947767,85,0
1199.25,1.4,9.5,-2.2,2472.2078,79.415184,-0.08469999999988431,0.005400000000008731,-0.00020000000040454324,0.005643999999989546,1.3999999978864253e-05,3.999999961479261e-06,85,0,1,0,1,1,0,0.8000000000000003,2482.592838372093,79.1965725,256.20359116814365,86,0
1198.25,1.4,9.5,-2.2,2472.1287,79.42085,-0.07909999999992579,0.005599999999958527,0.0001999999999497959,0.005666000000005056,2.2000000015509613e-05,8.00000003664536e-06,86,0,1,0,1,1,0,0.8000000000000003,2482.4725609195402,79.19915040229884,259.17014572680586,87,0
1197.75,1.4,9.5,-2.2,2472.0552,79.42654,-0.073500000000422,0.00559999999950378,-4.547473508864641e-13,0.005690000000001305,2.3999999996249244e-05,1.9999999807396307e-06,87,0,1,0,1,1,0,0.8000000000000003,2482.354181818182,79.201734375,262.1366120854645,88,0
1196.75,1.4,9.5,-2.2,2471.987,79.432236,-0.06819999999970605,0.005300000000715954,-0.00029999999878782546,0.0056960000000003674,5.999999999062311e-06,-1.7999999997186933e-05,88,0,1,0,1,1,0,0.8000000000000003,2482.2376966292136,79.20432428089887,265.1029966041199,89,0
1197.0,1.4,9.5,-2.2,2471.9243,79.43796,-0.0626999999999498,0.005499999999756255,0.0001999999990403012,0.0057240000000007285,2.800000000036107e-05,2.200000000129876e-05,89,0,1,0,1,1,0,0.8000000000000003,2482.1231033333333,79.20692023333334,268.06930588277226,90,0
1197.0,1.4,9.5,-2.2,2471.8672,79.443695,-0.05709999999999127,0.005599999999958527,0.00010000000020227162,0.005735000000001378,1.100000000064938e-05,-1.699999999971169e-05,90,0,1,0,1,1,0,0.8000000000000003,2482.010401098901,79.20952215384615,271.0355466414219,91,0
1196.75,1.4,9.5,-2.2,2471.8154,79.44945,-0.05180000000018481,0.0052999999998064595,-0.0003000000001520675,0.005754999999993515,1.9999999992137418e-05,8.999999991488039e-06,91,0,1,0,1,1,0,0.8000000000000003,2481.8995858695653,79.2121300652174,274.001725240069,92,0
1197.0,1.4,9.5,-2.2,2471.7693,79.455215,-0.04610000000002401,0.005700000000160799,0.00040000000035433914,0.0057649999999966894,1.0000000003174137e-05,-9.999999988963282e-06,92,0,1,0,1,1,0,0.8000000000000003,2481.7906580645163,79.21474388172042,276.96784851871394,93,0
1197.75,1.4,9.5,-2.2,2471.7285,79.461006,-0.040799999999762804,0.005300000000261207,-0.0003999999998995918,0.0057910000000021,2.6000000005410584e-05,1.6000000002236447e-05,93,0,1,0,1,1,0,0.8000000000000003,2481.683613829787,79.21736369148937,279.93392283735693,94,0
1197.75,1.4,9.5,-2.2,2471.6929,79.46681,-0.035600000000158616,0.005199999999604188,-0.00010000000065701897,0.0058039999999977,1.2999999995599865e-05,-1.300000000981072e-05,94,0,1,0,1,1,0,0.8000000000000003,2481.5784484210526,79.21998944210526,282.89995443599815,95,0
1197.5,1.4,9.5,-2.2,2471.663,79.47263,-0.029899999999997817,0.005700000000160799,0.0005000000005566108,0.005819999999999936,1.6000000002236447e-05,3.000000006636583e-06,95,0,1,0,1,1,0,0.8000000000000003,2481.4751625,79.22262111458333,285.865950154638,96,0
1195.75,1.4,9.5,-2.2,2471.6384,79.47848,-0.024600000000191358,0.0052999999998064595,-0.00040000000035433914,0.005850000000009459,3.000000000952241e-05,1.4000000007285962e-05,96,0,1,0,1,1,0,0.8000000000000003,2481.3737525773195,79.22525883505155,288.83191635327665,97,0
