ORCHIDS,TRANSPORT_FEES,EXPORT_TARIFF,IMPORT_TARIFF,SUNLIGHT,HUMIDITY,sunlight_d1,sunlight_d2,sunlight_d3,humidity_d1,humidity_d2,humidity_d3,time_of_day,sun_gt_2500,sun_lt_2500,hum_out_bounds,hum_in_bounds,hum_gt_70,hum_lt_70,arbitrage,avg_sun,avg_hum,total_sunlight,sun_time_under_2500,sun_time_over_2500
1102.75,0.9,9.5,-5.0,2093.9124,70.53474,-0.2640999999998712,-0.0009000000000014552,-0.00010000000020227162,0.021854000000004703,-3.199999999026204e-05,1.2000000012335477e-05,24,0,1,0,1,1,0,4.1,2096.998564,70.26909844,62.90995943639838,25,0
1100.25,0.9,9.5,-5.0,2093.6472,70.55655,-0.2652000000002772,-0.0011000000004059984,-0.00020000000040454324,0.021810000000002105,-4.400000000259752e-05,-1.2000000012335477e-05,25,0,1,0,1,1,0,4.1,2096.8696653846155,70.28015426923076,65.42233617689345,26,0
1098.25,0.9,9.5,-5.0,2093.381,70.57833,-0.2662000000000262,-0.0009999999997489795,0.00010000000065701897,0.021779999999992583,-3.000000000952241e-05,1.3999999993075107e-05,26,0,1,0,1,1,0,4.1,2096.7404555555554,70.29119781481482,67.93439347737574,27,0
1098.75,0.9,9.5,-5.0,2093.1143,70.60007,-0.2666999999996733,-0.0004999999996471161,0.0005000000001018634,0.021740000000008308,-3.9999999984274837e-05,-9.999999974752427e-06,27,0,1,0,1,1,0,4.1,2096.61095,70.30222896428572,70.44613073784524,28,0
1099.75,0.9,9.5,-5.0,2092.8464,70.62177,-0.2679000000002816,-0.00120000000060827,-0.000700000000961154,0.02169999999999561,-4.0000000012696546e-05,-2.842170943040401e-14,28,0,1,0,1,1,0,4.1,2096.4811379310345,70.31324762068965,72.95754651830187,29,0
1101.75,0.9,9.5,-5.0,2092.578,70.64344,-0.2683999999999287,-0.0004999999996471161,0.000700000000961154,0.0216700000000003,-2.9999999995311555e-05,1.0000000017384991e-05,29,0,1,0,1,1,0,4.1,2096.3510333333334,70.32425403333333,75.4686402187456,30,0
1102.25,0.9,9.5,-5.0,2092.3083,70.66508,-0.26969999999982974,-0.001299999999901047,-0.0008000000002539309,0.02164000000000499,-2.9999999995311555e-05,0.0,30,0,1,0,1,1,0,4.1,2096.2206225806453,70.33524841935484,77.9794102791764,31,0
1104.25,0.9,9.5,-5.0,2092.0378,70.68667,-0.2705000000000837,-0.0008000000002539309,0.0004999999996471161,0.02159000000000333,-5.000000000165983e-05,-2.0000000006348273e-05,31,0,1,0,1,1,0,4.1,2096.089909375,70.34623034375,80.48985573959423,32,0
1102.75,0.9,9.5,-5.0,2091.7666,70.70823,-0.27120000000013533,-0.0007000000000516593,0.00010000000020227162,0.021559999999993806,-3.000000000952241e-05,1.9999999992137418e-05,32,0,1,0,1,1,0,4.1,2095.9589,70.35720003030303,82.99997575999903,33,0
1102.25,0.9,9.5,-5.0,2091.4944,70.72975,-0.2721999999998843,-0.0009999999997489795,-0.00029999999969732016,0.02151999999999532,-3.999999999848569e-05,-9.999999988963282e-06,33,0,1,0,1,1,0,4.1,2095.8275911764704,70.36815738235293,85.50976914039077,34,0
1102.25,0.9,9.5,-5.0,2091.2212,70.75124,-0.27320000000008804,-0.0010000000002037268,-4.547473508864641e-13,0.02149000000000001,-2.9999999995311555e-05,1.0000000003174137e-05,34,0,1,0,1,1,0,4.1,2095.69598,70.3791026,88.01923468076939,35,0
1102.0,0.9,9.5,-5.0,2090.9473,70.77269,-0.2739000000001397,-0.0007000000000516593,0.0003000000001520675,0.021450000000001523,-3.999999999848569e-05,-1.0000000003174137e-05,35,0,1,0,1,1,0,4.1,2095.564072222222,70.39003558333333,90.52837154113486,36,0
1101.75,0.9,9.5,-5.0,2090.6724,70.794106,-0.2748999999998887,-0.0009999999997489795,-0.00029999999969732016,0.0214160000000021,-3.399999999942338e-05,5.999999999062311e-06,36,0,1,0,1,1,0,4.1,2095.431864864865,70.40095640540541,93.03717852148714,37,0
1101.25,0.9,9.5,-5.0,2090.3967,70.81548,-0.2757000000001426,-0.0008000000002539309,0.00019999999949504854,0.021373999999994453,-4.200000000764703e-05,-8.000000008223651e-06,37,0,1,0,1,1,0,4.1,2095.299360526316,70.41186492105263,95.54565466182619,38,0
1102.25,0.9,9.5,-5.0,2090.12,70.83683,-0.2766999999998916,-0.0009999999997489795,-0.00019999999949504854,0.021350000000012415,-2.399999998203839e-05,1.8000000025608642e-05,38,0,1,0,1,1,0,4.1,2095.1665564102564,70.42276146153846,98.05379876215196,39,0
1102.25,0.9,9.5,-5.0,2089.8425,70.85814,-0.27749999999969077,-0.0007999999997991836,0.0001999999999497959,0.021309999999999718,-4.0000000012696546e-05,-1.6000000030658157e-05,39,0,1,0,1,1,0,4.1,2095.033455,70.433645925,100.5616098624644,40,0
1103.25,0.9,9.5,-5.0,2089.5642,70.87941,-0.27830000000039945,-0.0008000000007086783,-9.094947017729282e-13,0.02126999999998702,-4.0000000012696546e-05,0.0,40,0,1,0,1,1,0,4.1,2094.9000585365857,70.44451821951219,103.06908700276348,41,0
1103.25,0.9,9.5,-5.0,2089.2852,70.90064,-0.27899999999999636,-0.000699999999596912,0.00010000000111176632,0.021230000000002747,-3.9999999984274837e-05,2.842170943040401e-14,41,0,1,0,1,1,0,4.1,2094.7663714285713,70.45537826190477,105.57622934304918,42,0
1102.75,0.9,9.5,-5.0,2089.005,70.921844,-0.28019999999969514,-0.0011999999996987754,-0.0005000000001018634,0.021203999999997336,-2.6000000005410584e-05,1.3999999978864253e-05,42,0,1,0,1,1,0,4.1,2094.6323860465113,70.46622630232558,108.08303544332142,43,0
1103.75,0.9,9.5,-5.0,2088.724,70.94301,-0.28099999999994907,-0.0008000000002539309,0.00039999999944484443,0.021166000000008012,-3.799999998932435e-05,-1.1999999983913767e-05,43,0,1,0,1,1,0,4.1,2094.4981045454547,70.47706229545454,110.58950434358017,44,0
1104.0,0.9,9.5,-5.0,2088.4421,70.964134,-0.2818999999999505,-0.0009000000000014552,-9.999999974752427e-05,0.021124000000000365,-4.200000000764703e-05,-4.00000001832268e-06,44,0,1,0,1,1,0,4.1,2094.3635266666665,70.48788611111111,113.0956349638254,45,0
1104.25,0.9,9.5,-5.0,2088.1594,70.98523,-0.28270000000020445,-0.0008000000002539309,9.999999974752427e-05,0.021096000000000004,-2.800000000036107e-05,1.4000000007285962e-05,45,0,1,0,1,1,0,4.1,2094.2286543478263,70.49869793478261,115.60142634405706,46,0
1104.25,0.9,9.5,-5.0,2087.876,71.00629,-0.28339999999980137,-0.000699999999596912,0.00010000000065701897,0.02106000000000563,-3.5999999994373866e-05,-7.999999994012796e-06,46,0,1,0,1,1,0,4.1,2094.093491489362,70.50949776595745,118.1068776442751,47,0
1103.25,0.9,9.5,-5.0,2087.5916,71.02731,-0.2844000000000051,-0.0010000000002037268,-0.00030000000060681487,0.021019999999992933,-4.0000000012696546e-05,-4.00000001832268e-06,47,0,1,0,1,1,0,4.1,2093.958035416667,70.52028552083333,120.61198766447951,48,0
1103.0,0.9,9.5,-5.0,2087.3064,71.0483,-0.285200000000259,-0.0008000000002539309,0.0001999999999497959,0.02098999999999762,-2.9999999995311555e-05,1.0000000017384991e-05,48,0,1,0,1,1,0,4.1,2093.822287755102,70.5310613265306,123.11675544467022,49,0
1101.75,0.9,9.5,-5.0,2087.0203,71.06925,-0.28609999999980573,-0.0008999999995467078,-9.999999929277692e-05,0.020949999999999136,-3.999999999848569e-05,-1.0000000003174137e-05,49,0,1,0,1,1,0,4.1,2093.686248,70.5418251,125.6211799048472,50,0
1101.25,0.9,9.5,-5.0,2086.7332,71.09017,-0.28710000000000946,-0.0010000000002037268,-0.00010000000065701897,0.020920000000003824,-2.9999999995311555e-05,1.0000000003174137e-05,50,0,1,0,1,1,0,4.1,2093.54991372549,70.55257696078432,128.1252598450104,51,0
1100.25,0.9,9.5,-5.0,2086.4456,71.11105,-0.2876000000001113,-0.0005000000001018634,0.0005000000001018634,0.02088000000000534,-3.999999999848569e-05,-1.0000000003174137e-05,51,0,1,0,1,1,0,4.1,2093.4132923076922,70.56331682692309,130.62899466515978,52,0
1101.25,0.9,9.5,-5.0,2086.1567,71.131905,-0.28890000000001237,-0.001299999999901047,-0.0007999999997991836,0.020854999999997403,-2.500000000793534e-05,1.499999999055035e-05,52,0,1,0,1,1,0,4.1,2093.276375471698,70.57404490566037,133.13238280529532,53,0
1102.25,0.9,9.5,-5.0,2085.8672,71.15272,-0.28949999999986176,-0.0005999999998493877,0.0007000000000516593,0.020814999999998918,-3.999999999848569e-05,-1.499999999055035e-05,53,0,1,0,1,1,0,4.1,2093.1391685185185,70.5847611111111,135.63542354541696,54,0
1102.25,0.9,9.5,-5.0,2085.577,71.17349,-0.2901999999999134,-0.0007000000000516593,-0.00010000000020227162,0.020769999999998845,-4.500000000007276e-05,-5.000000001587068e-06,54,0,1,0,1,1,0,4.1,2093.0016745454545,70.59546527272728,138.13811604552464,55,0
1100.75,0.9,9.5,-5.0,2085.2856,71.19424,-0.29140000000006694,-0.0012000000001535227,-0.0005000000001018634,0.020749999999992497,-2.0000000006348273e-05,2.4999999993724487e-05,55,0,1,0,1,1,0,4.1,2092.8638875,70.60615767857142,140.64045886561837,56,0
1101.75,0.9,9.5,-5.0,2084.9937,71.21495,-0.2919000000001688,-0.0005000000001018634,0.0007000000000516593,0.020710000000008222,-3.9999999984274837e-05,-1.9999999977926564e-05,56,0,1,0,1,1,0,4.1,2092.7258140350878,70.61683824561403,143.14245140569807,57,0
1102.75,0.9,9.5,-5.0,2084.701,71.23563,-0.292699999999968,-0.0007999999997991836,-0.00029999999969732016,0.0206799999999987,-3.000000000952241e-05,9.999999974752427e-06,57,0,1,0,1,1,0,4.1,2092.5874551724137,70.62750706896551,145.6440927057637,58,0
1103.0,0.9,9.5,-5.0,2084.4072,71.25626,-0.29379999999991924,-0.001099999999951251,-0.0003000000001520675,0.02062999999999704,-5.000000000165983e-05,-1.9999999992137418e-05,58,0,1,0,1,1,0,4.1,2092.448806779661,70.6381638983051,148.14538144581525,59,0
1101.75,0.9,9.5,-5.0,2084.1125,71.27687,-0.2946999999999207,-0.0009000000000014552,0.0001999999999497959,0.020610000000004902,-1.9999999992137418e-05,3.000000000952241e-05,59,0,1,0,1,1,0,4.1,2092.3098683333333,70.648809,150.64631654585267,60,0
1101.5,0.9,9.5,-5.0,2083.8171,71.29744,-0.29539999999997235,-0.0007000000000516593,0.0001999999999497959,0.020569999999992206,-4.0000000012696546e-05,-2.0000000020559128e-05,60,0,1,0,1,1,0,4.1,2092.1706426229507,70.65944229508197,153.14689716587588,61,0
1102.25,0.9,9.5,-5.0,2083.521,71.31798,-0.296100000000024,-0.0007000000000516593,0.0,0.020540000000011105,-2.99999999811007e-05,1.0000000031595846e-05,61,0,1,0,1,1,0,4.1,2092.0311322580646,70.67006387096774,155.6471224658849,62,0
1104.25,0.9,9.5,-5.0,2083.2239,71.33848,-0.29710000000022774,-0.0010000000002037268,-0.0003000000001520675,0.02049999999999841,-4.0000000012696546e-05,-1.0000000031595846e-05,62,0,1,0,1,1,0,4.1,2091.891334920635,70.68067365079365,158.14699124587966,63,0
1104.0,0.9,9.5,-5.0,2082.926,71.35895,-0.2979000000000269,-0.0007999999997991836,0.00020000000040454324,0.020469999999988886,-3.000000000952241e-05,1.0000000003174137e-05,63,0,1,0,1,1,0,4.1,2091.7512515625,70.69127171875,160.6465025458601,64,0
1102.25,0.9,9.5,-5.0,2082.6274,71.37939,-0.2986000000000786,-0.0007000000000516593,9.999999974752427e-05,0.020440000000007785,-2.99999999811007e-05,2.842170943040401e-14,64,0,1,0,1,1,0,4.1,2091.6108846153843,70.70185815384616,163.14565552582621,65,0
1101.25,0.9,9.5,-5.0,2082.328,71.39979,-0.29939999999987776,-0.0007999999997991836,-9.999999974752427e-05,0.02039999999999509,-4.0000000012696546e-05,-1.0000000031595846e-05,65,0,1,0,1,1,0,4.1,2091.470234848485,70.71243287878788,165.64444922577798,66,0
1101.0,0.9,9.5,-5.0,2082.0276,71.42015,-0.3004000000000815,-0.0010000000002037268,-0.00020000000040454324,0.020360000000010814,-3.9999999984274837e-05,2.842170943040401e-14,66,0,1,0,1,1,0,4.1,2091.3293,70.72299582089552,168.1428824457153,67,0
1099.75,0.9,9.5,-5.0,2081.7263,71.44048,-0.30130000000008295,-0.0009000000000014552,0.00010000000020227162,0.02032999999998708,-3.0000000023733264e-05,9.999999960541572e-06,67,0,1,0,1,1,0,4.1,2091.1880794117646,70.73354705882353,170.64095410563817,68,0
1098.25,0.9,9.5,-5.0,2081.4243,71.460785,-0.30199999999967986,-0.000699999999596912,0.00020000000040454324,0.020305000000007567,-2.4999999979513632e-05,5.000000044219632e-06,68,0,1,0,1,1,0,4.1,2091.046575362319,70.74408673913044,173.13866336554653,69,0
1099.25,0.9,9.5,-5.0,2081.1216,71.48105,-0.30270000000018626,-0.0007000000005064066,-9.094947017729282e-13,0.02026499999999487,-4.0000000012696546e-05,-1.5000000033182914e-05,69,0,1,0,1,1,0,4.1,2090.90479,70.7546147857143,175.6360093854404,70,0
1099.0,0.9,9.5,-5.0,2080.8179,71.50128,-0.30369999999993524,-0.0009999999997489795,-0.0002999999992425728,0.020229999999997972,-3.499999999689862e-05,5.000000015797923e-06,70,0,1,0,1,1,0,4.1,2090.7627211267604,70.7651311971831,178.13299096531964,71,0
1099.0,0.9,9.5,-5.0,2080.5134,71.52148,-0.3045000000001892,-0.0008000000002539309,0.00019999999949504854,0.02020000000000266,-2.9999999995311555e-05,5.000000001587068e-06,71,0,1,0,1,1,0,4.1,2090.6203694444443,70.77563604166667,180.62960714518428,72,0
1100.25,0.9,9.5,-5.0,2080.2083,71.54164,-0.30510000000003856,-0.0005999999998493877,0.00020000000040454324,0.020160000000004175,-3.999999999848569e-05,-1.0000000003174137e-05,72,0,1,0,1,1,0,4.1,2090.4777383561645,70.78612924657534,183.1258572050343,73,0
1100.25,0.9,9.5,-5.0,2079.9023,71.561775,-0.30599999999958527,-0.0008999999995467078,-0.00029999999969732016,0.02013499999999624,-2.500000000793534e-05,1.499999999055035e-05,73,0,1,0,1,1,0,4.1,2090.334827027027,70.79661094594594,185.6217400648696,74,0
1099.75,0.9,9.5,-5.0,2079.5955,71.58187,-0.30680000000029395,-0.0008000000007086783,9.999999883802957e-05,0.020094999999997754,-3.999999999848569e-05,-1.499999999055035e-05,74,0,1,0,1,1,0,4.1,2090.191636,70.80708106666667,188.1172547646902,75,0
1101.75,0.9,9.5,-5.0,2079.2878,71.60194,-0.30769999999984066,-0.0008999999995467078,-9.999999883802957e-05,0.02007000000000403,-2.4999999993724487e-05,1.5000000004761205e-05,75,0,1,0,1,1,0,4.1,2090.048164473684,70.81753973684211,190.612400224496,76,0
1101.75,0.9,9.5,-5.0,2078.9792,71.62197,-0.3085999999998421,-0.0009000000000014552,-4.547473508864641e-13,0.020030000000005543,-3.999999999848569e-05,-1.5000000004761205e-05,76,0,1,0,1,1,0,4.1,2089.9044116883115,70.82798688311689,193.107175364287,77,0
1100.75,0.9,9.5,-5.0,2078.67,71.64197,-0.30920000000014625,-0.000600000000304135,0.00029999999969732016,0.01999999999999602,-3.000000000952241e-05,9.999999988963282e-06,77,0,1,0,1,1,0,4.1,2089.760380769231,70.83842256410256,195.60157946406318,78,0
1098.25,0.9,9.5,-5.0,2078.3599,71.661934,-0.3101000000001477,-0.0009000000000014552,-0.00029999999969732016,0.019964000000001647,-3.5999999994373866e-05,-5.999999984851456e-06,78,0,1,0,1,1,0,4.1,2089.6160708860757,70.84884675949367,198.09561144382445,79,0
1097.25,0.9,9.5,-5.0,2078.049,71.68186,-0.3108999999999469,-0.0007999999997991836,0.00010000000020227162,0.019925999999998112,-3.8000000003535206e-05,-2.00000000916134e-06,79,0,1,0,1,1,0,4.1,2089.4714825,70.859259425,200.5892703435708,80,0
1097.0,0.9,9.5,-5.0,2077.7375,71.70176,-0.3114999999997963,-0.0005999999998493877,0.0001999999999497959,0.0198999999999927,-2.6000000005410584e-05,1.1999999998124622e-05,80,0,1,0,1,1,0,4.1,2089.3266185185184,70.86966066666668,203.08255544330223,81,0
1096.75,0.9,9.5,-5.0,2077.425,71.72163,-0.3125,-0.0010000000002037268,-0.00040000000035433914,0.0198700000000116,-2.99999999811007e-05,-3.999999975690116e-06,81,0,1,0,1,1,0,4.1,2089.1814768292684,70.88005053658537,205.57546554301862,82,0
1095.75,0.9,9.5,-5.0,2077.1118,71.74146,-0.31320000000005166,-0.0007000000000516593,0.0003000000001520675,0.019829999999998904,-4.0000000012696546e-05,-1.0000000031595846e-05,82,0,1,0,1,1,0,4.1,2089.0360590361447,70.89042896385541,208.06799980271998,83,0
1096.25,0.9,9.5,-5.0,2076.7979,71.76126,-0.3139000000001033,-0.0007000000000516593,0.0,0.01979999999998938,-3.000000000952241e-05,1.0000000003174137e-05,83,0,1,0,1,1,0,4.1,2088.8903666666665,70.900796,210.5601573824063,84,0
1097.25,0.9,9.5,-5.0,2076.483,71.78103,-0.3148999999998523,-0.0009999999997489795,-0.00029999999969732016,0.01977000000000828,-2.99999999811007e-05,2.842170943040401e-14,84,0,1,0,1,1,0,4.1,2088.7443976470586,70.91115169411765,213.05193708207747,85,0
1096.75,0.9,9.5,-5.0,2076.1672,71.800766,-0.3158000000003085,-0.0009000000004562025,9.999999929277692e-05,0.019735999999994647,-3.4000000013634235e-05,-4.000000032533535e-06,85,0,1,0,1,1,0,4.1,2088.5981511627906,70.92149604651163,215.5433378217335,86,0
1095.75,0.9,9.5,-5.0,2075.8508,71.820465,-0.31639999999970314,-0.0005999999993946403,0.0003000000010615622,0.019699000000002798,-3.699999999184911e-05,-2.9999999782148734e-06,86,0,1,0,1,1,0,4.1,2088.4516298850576,70.93182902298851,218.03435888137435,87,0
1095.5,0.9,9.5,-5.0,2075.5337,71.84013,-0.31710000000020955,-0.0007000000005064066,-0.00010000000111176632,0.019665000000003374,-3.399999999942338e-05,2.999999992425728e-06,87,0,1,0,1,1,0,4.1,2088.3048352272726,70.942150625,220.524999421,88,0
1095.25,0.9,9.5,-5.0,2075.2158,71.85977,-0.31790000000000873,-0.0007999999997991836,-9.999999929277692e-05,0.01963999999999544,-2.500000000793534e-05,8.999999991488039e-06,88,0,1,0,1,1,0,4.1,2088.1577674157306,70.95246095505618,223.01525848061033,89,0
1094.25,0.9,9.5,-5.0,2074.8972,71.87938,-0.3186000000000604,-0.0007000000000516593,9.999999974752427e-05,0.019610000000000127,-2.9999999995311555e-05,-4.9999999873762135e-06,89,0,1,0,1,1,0,4.1,2088.0104277777777,70.96276005555555,225.5051352202054,90,0
1094.75,0.9,9.5,-5.0,2074.5776,71.89896,-0.31959999999980937,-0.0009999999997489795,-0.00029999999969732016,0.019580000000004816,-2.9999999995311555e-05,0.0,90,0,1,0,1,1,0,4.1,2087.862814285714,70.97304796703297,227.99462843978515,91,0
1093.75,0.9,9.5,-5.0,2074.2573,71.918495,-0.32029999999986103,-0.0007000000000516593,0.00029999999969732016,0.019534999999990532,-4.5000000014283614e-05,-1.500000001897206e-05,91,0,1,0,1,1,0,4.1,2087.71492826087,70.98332456521739,230.48373729934949,92,0
1091.25,0.9,9.5,-5.0,2073.9363,71.938,-0.32100000000036744,-0.0007000000005064066,-4.547473508864641e-13,0.01950500000000943,-2.99999999811007e-05,1.5000000033182914e-05,92,0,1,0,1,1,0,4.1,2087.566770967742,70.99358989247312,232.97246095889844,93,0
1091.25,0.9,9.5,-5.0,2073.6145,71.95748,-0.32179999999971187,-0.0007999999993444362,-9.999999883802957e-05,0.019480000000001496,-2.500000000793534e-05,4.999999973165359e-06,93,0,1,0,1,1,0,4.1,2087.4183425531915,71.0038440425532,235.46079845843195,94,0
1092.25,0.9,9.5,-5.0,2073.2917,71.97692,-0.3227999999999156,-0.0010000000002037268,-0.0002000000008592906,0.01944000000000301,-3.999999999848569e-05,-1.499999999055035e-05,94,0,1,0,1,1,0,4.1,2087.2696410526314,71.01408694736843,237.94874859794996,95,0
1091.25,0.9,9.5,-5.0,2072.9685,71.99634,-0.32320000000026994,-0.00040000000035433914,0.0005999999998493877,0.019419999999996662,-2.0000000006348273e-05,1.9999999992137418e-05,95,0,1,0,1,1,0,4.1,2087.1206708333334,71.02431875,240.43631089745244,96,0
1090.25,0.9,9.5,-5.0,2072.6443,72.01572,-0.3242000000000189,-0.0009999999997489795,-0.0005999999993946403,0.019379999999998176,-3.999999999848569e-05,-1.9999999992137418e-05,96,0,1,0,1,1,0,4.1,2086.9714298969075,71.0345393814433,242.92348415693937,97,0
1089.75,0.9,9.5,-5.0,2072.3196,72.035065,-0.3247000000001208,-0.0005000000001018634,0.0004999999996471161,0.019345000000001278,-3.499999999689862e-05,5.000000001587068e-06,97,0,1,0,1,1,0,4.1,2086.8219214285714,71.04474882653061,245.4102677764107,98,0
